cod_mun7	municipio	abertura_rank	arrecadacao_rank	bancaria_rank	empregos_rank	indica_rank
2915353	Itaguaçu da Bahia	0.0000	0.4632	0.0000	0.4790	0.2355
2916708	Itaquara	0.0000	0.4681	0.0000	0.4648	0.2332
2901700	Antônio Cardoso	0.0000	0.4581	0.0000	0.4736	0.2329
2901957	Apuarema	0.0000	0.4802	0.0000	0.4498	0.2325
2919108	Lamarão	0.0000	0.4841	0.0000	0.4442	0.2321
2929354	São José da Vitória	0.0000	0.4700	0.0000	0.4566	0.2316
2910909	Firmino Alves	0.0000	0.4669	0.0000	0.4583	0.2313
2919603	Macajuba	0.0000	0.4842	0.0000	0.4398	0.2310
2907004	Cardeal da Silva	0.0000	0.4760	0.0000	0.4436	0.2299
2919959	Maetinga	0.0000	0.5012	0.0000	0.4161	0.2293
2921450	Mirante	0.0000	0.4749	0.0000	0.4415	0.2291
2928307	Santanópolis	0.0000	0.4732	0.0000	0.4418	0.2287
2922854	Nova Redenção	0.0000	0.4603	0.0000	0.4530	0.2283
2913309	Ichu	0.0000	0.4692	0.0000	0.4427	0.2280
2908804	Contendas do Sincorá	0.0000	0.4839	0.0000	0.4265	0.2276
2911303	Gentio do Ouro	0.0000	0.4461	0.0000	0.4640	0.2275
2918704	Lafaiete Coutinho	0.0000	0.4725	0.0000	0.4363	0.2272
2903953	Bom Jesus da Serra	0.0000	0.4492	0.0000	0.4580	0.2268
2900900	Almadina	0.0000	0.4555	0.0000	0.4484	0.2260
2914208	Irajuba	0.0000	0.4457	0.0000	0.4574	0.2258
2911501	Gongogi	0.0000	0.4972	0.0000	0.4022	0.2249
2902302	Aratuípe	0.0000	0.4412	0.0000	0.4572	0.2246
2922805	Nova Itarana	0.0000	0.4606	0.0000	0.4365	0.2243
2919009	Lajedinho	0.0000	0.4533	0.0000	0.4363	0.2224
2909505	Cravolândia	0.0000	0.4385	0.0000	0.4440	0.2206
2907558	Caturama	0.0000	0.4724	0.0000	0.4074	0.2199
2907400	Catolândia	0.0000	0.4442	0.0000	0.4341	0.2196
2923035	Novo Horizonte	0.0000	0.5416	0.0000	0.3353	0.2192
2911253	Gavião	0.0000	0.4310	0.0000	0.4438	0.2187
2906899	Caraíbas	0.0000	0.5078	0.0000	0.3600	0.2170
2900603	Aiquara	0.0000	0.3885	0.0000	0.4596	0.2120
2910206	Dom Macedo Costa	0.0000	0.4338	0.0000	0.4071	0.2102
2915908	Itanagra	0.0000	0.3737	0.0000	0.4624	0.2090
2912608	Ibiquera	0.0000	0.4016	0.0000	0.3977	0.1998
2924108	Pedrão	0.0000	0.4074	0.0000	0.3901	0.1994
